Order_ID,Customer_ID,Customer_Name,City,Zone,Store_ID,Store_Name,Product_Category,Product_Name,Quantity,Unit_Price,Total_Price,Discount,Final_Price,Order_Timestamp,Delivery_Duration_Minutes,Delivery_Timestamp,Delivery_Status,Payment_Mode,Customer_Feedback
500452,92334,Customer_452,Bangalore,East,102,Store_51,Beverages,Cheese,1,154.51,154.51,44.62,109.89,28-01-2023 9:05,34,28-01-2023 9:39,Cancelled,Wallet,Neutral
500453,87476,Customer_453,Kolkata,East,134,Store_52,Bakery,Bread,9,53.53,481.77,40.23,441.54,15-04-2023 11:50,21,15-04-2023 12:11,Cancelled,Cash,Neutral
500454,50930,Customer_454,Chennai,North,110,Store_53,Snacks,Soda,1,78.35,78.35,1.67,76.68,18-04-2023 12:49,58,18-04-2023 13:47,Cancelled,Credit Card,Happy
500455,34933,Customer_455,Bangalore,Central,112,Store_54,Dairy,Banana,6,143.41,860.46,7.06,853.4,18-09-2023 4:57,41,18-09-2023 5:38,Delivered,Wallet,Neutral
500456,79436,Customer_456,Mumbai,South,121,Store_55,Beverages,Apple,8,185.69,1485.52,49.19,1436.33,29-05-2023 14:13,22,29-05-2023 14:35,Delayed,Credit Card,Unhappy
500457,57999,Customer_457,Kolkata,West,145,Store_56,Vegetables,Milk,7,178.5,1249.5,12.89,1236.61,01-03-2023 12:32,50,01-03-2023 13:22,Cancelled,UPI,Neutral
500458,43322,Customer_458,Kolkata,South,160,Store_57,Dairy,Bread,8,45.03,360.24,26.33,333.91,01-11-2023 19:25,42,01-11-2023 20:07,Cancelled,UPI,Unhappy
500459,95512,Customer_459,Delhi,East,190,Store_58,Snacks,Butter,7,73.65,515.55,1.84,513.71,08-09-2023 22:59,44,08-09-2023 23:43,Cancelled,Credit Card,Unhappy
500460,71291,Customer_460,Mumbai,South,134,Store_59,Dairy,Soda,1,57.7,57.7,7.35,50.35,11-08-2023 1:08,52,11-08-2023 2:00,Cancelled,UPI,Happy
500461,10228,Customer_461,Bangalore,North,162,Store_60,Snacks,Cheese,8,38.88,311.04,21.29,289.75,24-04-2023 15:18,50,24-04-2023 16:08,Delivered,Wallet,Happy
500462,45302,Customer_462,Delhi,North,164,Store_61,Fruits,Bread,5,23.66,118.3,10.87,107.43,17-07-2023 4:46,38,17-07-2023 5:24,Delayed,Cash,Happy
500463,96957,Customer_463,Kolkata,West,127,Store_62,Beverages,Banana,3,149.14,447.42,29.84,417.58,14-09-2023 22:41,17,14-09-2023 22:58,Delivered,Cash,Neutral
500464,17885,Customer_464,Bangalore,West,117,Store_63,Dairy,Banana,2,60.55,121.1,47.32,73.78,27-09-2023 22:30,55,27-09-2023 23:25,Delayed,Wallet,Unhappy
500465,61648,Customer_465,Bangalore,East,107,Store_64,Snacks,Apple,1,106.25,106.25,35.83,70.42,17-03-2023 17:36,53,17-03-2023 18:29,Delayed,Credit Card,Unhappy
500466,64830,Customer_466,Bangalore,West,154,Store_65,Dairy,Milk,5,41.5,207.5,29.89,177.61,01-05-2023 19:51,22,01-05-2023 20:13,Delayed,Credit Card,No Feedback
500467,27986,Customer_467,Delhi,South,132,Store_66,Vegetables,Cheese,5,178.06,890.3,1.47,888.83,26-05-2023 23:32,34,27-05-2023 0:06,Delayed,Credit Card,Happy
500468,61594,Customer_468,Bangalore,West,167,Store_67,Dairy,Soda,9,12.81,115.29,41.85,73.44,23-09-2023 19:10,38,23-09-2023 19:48,Delivered,UPI,No Feedback
500469,70120,Customer_469,Chennai,West,152,Store_68,Vegetables,Banana,1,75.04,75.04,29.56,45.48,12-11-2023 14:49,22,12-11-2023 15:11,Delivered,Wallet,No Feedback
500470,64330,Customer_470,Chennai,West,115,Store_69,Beverages,Bread,2,172.53,345.06,11.3,333.76,07-03-2023 9:10,37,07-03-2023 9:47,Cancelled,Wallet,Neutral
500471,88512,Customer_471,Kolkata,Central,115,Store_70,Snacks,Milk,6,80.66,483.96,35.75,448.21,30-07-2023 19:47,52,30-07-2023 20:39,Delayed,Credit Card,Happy
500472,56165,Customer_472,Chennai,South,122,Store_71,Vegetables,Soda,2,165,330,35.94,294.06,21-09-2023 22:03,20,21-09-2023 22:23,Delivered,Credit Card,Unhappy
500473,89023,Customer_473,Chennai,North,107,Store_72,Beverages,Soda,6,26.86,161.16,31.88,129.28,04-05-2023 15:16,50,04-05-2023 16:06,Delayed,Wallet,No Feedback
500474,82626,Customer_474,Mumbai,North,105,Store_73,Beverages,Bread,2,49.43,98.86,31.79,67.07,20-03-2023 23:27,24,20-03-2023 23:51,Delayed,Cash,No Feedback
500475,17764,Customer_475,Bangalore,West,174,Store_74,Dairy,Chips,2,112.71,225.42,24.71,200.71,11-11-2023 23:25,58,12-11-2023 0:23,Delivered,Wallet,Happy
500476,63340,Customer_476,Bangalore,West,167,Store_75,Bakery,Cheese,4,164.86,659.44,23.18,636.26,05-07-2023 14:47,54,05-07-2023 15:41,Delivered,Credit Card,Happy
500477,89549,Customer_477,Delhi,South,128,Store_76,Snacks,Banana,6,37.91,227.46,1.4,226.06,25-04-2023 12:03,13,25-04-2023 12:16,Delayed,UPI,Neutral
500478,64489,Customer_478,Delhi,North,101,Store_77,Snacks,Bread,9,159.69,1437.21,41.15,1396.06,09-03-2023 6:17,39,09-03-2023 6:56,Delivered,Wallet,Happy
500479,27114,Customer_479,Bangalore,East,183,Store_78,Snacks,Apple,4,186.95,747.8,46.93,700.87,10-04-2023 13:16,54,10-04-2023 14:10,Delayed,Wallet,Unhappy
500480,71644,Customer_480,Mumbai,West,163,Store_79,Beverages,Bread,3,12.71,38.13,47.12,-8.99,10-06-2023 10:45,36,10-06-2023 11:21,Delayed,Credit Card,Unhappy
500481,73828,Customer_481,Chennai,West,145,Store_80,Snacks,Butter,5,54.88,274.4,30.46,243.94,22-07-2023 22:25,15,22-07-2023 22:40,Delivered,Cash,No Feedback
500482,64832,Customer_482,Kolkata,Central,193,Store_81,Beverages,Butter,6,33.13,198.78,32.07,166.71,09-08-2023 20:23,30,09-08-2023 20:53,Cancelled,Credit Card,Unhappy
500483,14032,Customer_483,Kolkata,Central,158,Store_82,Snacks,Chips,6,33.42,200.52,28.41,172.11,22-12-2023 9:39,28,22-12-2023 10:07,Delayed,Credit Card,Unhappy
500484,88784,Customer_484,Mumbai,South,164,Store_83,Beverages,Cheese,1,155.71,155.71,19.24,136.47,05-07-2023 14:10,30,05-07-2023 14:40,Delivered,Wallet,Neutral
500485,89458,Customer_485,Mumbai,East,125,Store_84,Snacks,Bread,7,43.88,307.16,42.48,264.68,24-07-2023 14:46,33,24-07-2023 15:19,Cancelled,UPI,No Feedback
500486,78359,Customer_486,Kolkata,East,180,Store_85,Snacks,Chips,4,87.47,349.88,0.01,349.87,11-09-2023 21:27,20,11-09-2023 21:47,Delayed,UPI,Neutral
500487,10157,Customer_487,Delhi,East,121,Store_86,Bakery,Chips,4,149.36,597.44,13.65,583.79,07-07-2023 16:00,52,07-07-2023 16:52,Cancelled,UPI,Happy
500488,93603,Customer_488,Kolkata,South,131,Store_87,Fruits,Soda,1,15.05,15.05,46.26,-31.21,20-12-2023 21:54,16,20-12-2023 22:10,Cancelled,Cash,No Feedback
500489,58962,Customer_489,Chennai,South,121,Store_88,Snacks,Soda,6,195.58,1173.48,8.2,1165.28,18-07-2023 22:27,14,18-07-2023 22:41,Cancelled,Wallet,Happy
500490,38271,Customer_490,Bangalore,South,121,Store_89,Fruits,Apple,8,49.35,394.8,44.11,350.69,25-01-2023 2:53,27,25-01-2023 3:20,Delayed,UPI,Happy
500491,10899,Customer_491,Chennai,North,193,Store_90,Dairy,Cheese,7,147.09,1029.63,39.15,990.48,20-06-2023 18:46,23,20-06-2023 19:09,Delivered,Credit Card,Neutral
500492,28074,Customer_492,Kolkata,West,133,Store_91,Dairy,Soda,2,189.47,378.94,32.25,346.69,25-08-2023 11:45,34,25-08-2023 12:19,Delivered,Credit Card,Happy
500493,30710,Customer_493,Chennai,North,125,Store_92,Vegetables,Butter,5,132.46,662.3,31.56,630.74,11-08-2023 11:06,14,11-08-2023 11:20,Cancelled,Cash,Unhappy
500494,56207,Customer_494,Mumbai,West,192,Store_93,Snacks,Banana,6,133.07,798.42,21.27,777.15,07-02-2023 9:20,46,07-02-2023 10:06,Delivered,UPI,No Feedback
500495,16795,Customer_495,Delhi,Central,164,Store_94,Snacks,Bread,4,55.86,223.44,1.38,222.06,14-09-2023 4:57,11,14-09-2023 5:08,Delivered,UPI,Neutral
500496,81806,Customer_496,Mumbai,West,115,Store_95,Dairy,Cheese,2,134.64,269.28,31.37,237.91,05-02-2023 22:42,56,05-02-2023 23:38,Cancelled,Credit Card,No Feedback
500497,63465,Customer_497,Delhi,West,143,Store_96,Bakery,Apple,9,50.76,456.84,11.87,444.97,02-09-2023 9:29,36,02-09-2023 10:05,Cancelled,UPI,No Feedback
500498,16586,Customer_498,Delhi,West,185,Store_97,Snacks,Soda,9,40.84,367.56,10.38,357.18,04-10-2023 16:44,20,04-10-2023 17:04,Delivered,UPI,No Feedback
500499,17360,Customer_499,Bangalore,East,116,Store_98,Beverages,Banana,5,143.64,718.2,14.13,704.07,25-01-2023 8:12,54,25-01-2023 9:06,Cancelled,Cash,Happy
500500,75241,Customer_500,Kolkata,North,124,Store_99,Snacks,Apple,4,139.34,557.36,17.2,540.16,17-04-2023 7:20,13,17-04-2023 7:33,Cancelled,UPI,Happy
500501,68132,Customer_501,Chennai,North,167,Store_0,Dairy,Cheese,2,49.38,98.76,9.4,89.36,21-10-2023 10:04,15,21-10-2023 10:19,Delayed,UPI,Neutral
500502,78700,Customer_502,Chennai,North,191,Store_1,Dairy,Banana,1,111.72,111.72,49.02,62.7,18-08-2023 21:25,34,18-08-2023 21:59,Delivered,Cash,Happy
500503,81912,Customer_503,Kolkata,West,150,Store_2,Bakery,Apple,7,75.58,529.06,31.81,497.25,06-02-2023 4:30,26,06-02-2023 4:56,Cancelled,Credit Card,Happy
500504,12890,Customer_504,Mumbai,North,176,Store_3,Dairy,Milk,6,129.82,778.92,20.05,758.87,23-05-2023 12:41,39,23-05-2023 13:20,Cancelled,UPI,No Feedback
500505,16389,Customer_505,Bangalore,West,198,Store_4,Beverages,Cheese,5,174.5,872.5,2.35,870.15,17-05-2023 1:21,44,17-05-2023 2:05,Delivered,Credit Card,Happy
500506,70414,Customer_506,Kolkata,Central,121,Store_5,Beverages,Milk,3,69.8,209.4,42.15,167.25,28-11-2023 4:33,46,28-11-2023 5:19,Cancelled,Credit Card,Unhappy
500507,73986,Customer_507,Chennai,East,141,Store_6,Vegetables,Cheese,9,113.76,1023.84,18.16,1005.68,02-02-2023 12:13,36,02-02-2023 12:49,Cancelled,Credit Card,No Feedback
500508,81855,Customer_508,Chennai,North,139,Store_7,Vegetables,Bread,6,170.37,1022.22,31.42,990.8,02-07-2023 9:08,52,02-07-2023 10:00,Cancelled,Credit Card,Neutral
500509,12616,Customer_509,Chennai,West,138,Store_8,Dairy,Milk,2,197.92,395.84,38.36,357.48,12-04-2023 14:08,49,12-04-2023 14:57,Cancelled,Credit Card,Neutral
500510,29873,Customer_510,Bangalore,East,138,Store_9,Beverages,Milk,9,59.71,537.39,31.61,505.78,11-02-2023 3:24,52,11-02-2023 4:16,Delivered,Credit Card,No Feedback
500511,15401,Customer_511,Mumbai,East,189,Store_10,Beverages,Soda,1,36.08,36.08,35.47,0.61,05-03-2023 20:41,47,05-03-2023 21:28,Delayed,Cash,No Feedback
500512,57782,Customer_512,Delhi,South,136,Store_11,Dairy,Butter,5,84.52,422.6,22.75,399.85,08-05-2023 17:21,50,08-05-2023 18:11,Delayed,Wallet,Neutral
500513,34482,Customer_513,Delhi,East,181,Store_12,Fruits,Cheese,9,53.9,485.1,2.59,482.51,29-07-2023 12:53,12,29-07-2023 13:05,Delivered,Cash,Happy
500514,33562,Customer_514,Chennai,Central,190,Store_13,Bakery,Banana,8,45.93,367.44,43.68,323.76,31-03-2023 21:29,28,31-03-2023 21:57,Cancelled,UPI,Happy
500515,59588,Customer_515,Mumbai,East,138,Store_14,Vegetables,Cheese,8,114.61,916.88,6.46,910.42,08-01-2023 20:12,31,08-01-2023 20:43,Cancelled,UPI,Happy
500516,97725,Customer_516,Mumbai,South,171,Store_15,Fruits,Milk,6,38.21,229.26,47.29,181.97,11-09-2023 5:53,50,11-09-2023 6:43,Cancelled,Wallet,Unhappy
500517,11879,Customer_517,Mumbai,South,160,Store_16,Beverages,Soda,1,67.37,67.37,37.21,30.16,07-12-2023 13:54,57,07-12-2023 14:51,Delivered,Cash,Unhappy
500518,90421,Customer_518,Bangalore,North,120,Store_17,Vegetables,Butter,3,60.4,181.2,33.26,147.94,25-11-2023 4:43,52,25-11-2023 5:35,Delayed,Wallet,No Feedback
500519,81788,Customer_519,Bangalore,North,174,Store_18,Vegetables,Cheese,9,122.62,1103.58,26.89,1076.69,26-02-2023 1:04,52,26-02-2023 1:56,Delivered,UPI,Unhappy
500520,53939,Customer_520,Delhi,Central,181,Store_19,Dairy,Milk,2,64.7,129.4,43.43,85.97,11-02-2023 17:58,14,11-02-2023 18:12,Cancelled,UPI,No Feedback
500521,95182,Customer_521,Chennai,South,195,Store_20,Snacks,Cheese,7,187,1309,40.63,1268.37,04-04-2023 14:41,54,04-04-2023 15:35,Cancelled,Wallet,Unhappy
500522,79160,Customer_522,Delhi,Central,138,Store_21,Beverages,Apple,7,194.8,1363.6,15.59,1348.01,09-10-2023 3:26,30,09-10-2023 3:56,Delayed,UPI,Unhappy
500523,84481,Customer_523,Bangalore,South,136,Store_22,Bakery,Soda,9,168.96,1520.64,20.59,1500.05,17-12-2023 21:26,43,17-12-2023 22:09,Delayed,Wallet,Neutral
500524,82161,Customer_524,Delhi,East,193,Store_23,Beverages,Banana,8,36.15,289.2,13.2,276,13-08-2023 14:12,11,13-08-2023 14:23,Cancelled,Credit Card,No Feedback
500525,86247,Customer_525,Mumbai,North,174,Store_24,Fruits,Banana,3,22.75,68.25,12.25,56,27-02-2023 17:44,58,27-02-2023 18:42,Delayed,UPI,Neutral
500526,56924,Customer_526,Delhi,West,104,Store_25,Snacks,Apple,9,128.47,1156.23,33.57,1122.66,13-11-2023 4:38,34,13-11-2023 5:12,Cancelled,Credit Card,No Feedback
500527,22467,Customer_527,Delhi,North,181,Store_26,Fruits,Soda,1,133.86,133.86,46.1,87.76,14-11-2023 14:54,22,14-11-2023 15:16,Cancelled,Wallet,Unhappy
500528,98897,Customer_528,Kolkata,North,192,Store_27,Beverages,Banana,8,88.27,706.16,42.8,663.36,14-05-2023 20:36,13,14-05-2023 20:49,Delivered,UPI,Neutral
500529,77289,Customer_529,Chennai,North,197,Store_28,Dairy,Cheese,9,33.7,303.3,11.3,292,06-04-2023 16:54,28,06-04-2023 17:22,Delayed,Cash,No Feedback
500530,77965,Customer_530,Delhi,Central,106,Store_29,Beverages,Chips,1,61.69,61.69,46.75,14.94,12-02-2023 18:06,32,12-02-2023 18:38,Delayed,Wallet,Happy
500531,29503,Customer_531,Bangalore,West,162,Store_30,Fruits,Apple,4,102.77,411.08,22.42,388.66,04-07-2023 12:06,25,04-07-2023 12:31,Cancelled,Cash,No Feedback
500532,54490,Customer_532,Mumbai,Central,139,Store_31,Vegetables,Butter,2,115.18,230.36,16.5,213.86,17-01-2023 6:25,43,17-01-2023 7:08,Delayed,Wallet,No Feedback
500533,65396,Customer_533,Bangalore,East,110,Store_32,Vegetables,Banana,1,27.26,27.26,10.22,17.04,20-06-2023 5:20,40,20-06-2023 6:00,Delayed,Credit Card,Happy
500534,92532,Customer_534,Mumbai,Central,109,Store_33,Fruits,Butter,8,88.8,710.4,33.18,677.22,21-04-2023 20:09,55,21-04-2023 21:04,Delivered,Wallet,Happy
500535,73070,Customer_535,Mumbai,West,129,Store_34,Beverages,Banana,9,28.13,253.17,22.33,230.84,21-10-2023 21:54,25,21-10-2023 22:19,Delivered,Wallet,Happy
500536,30340,Customer_536,Mumbai,West,196,Store_35,Vegetables,Soda,3,16.98,50.94,25.43,25.51,20-07-2023 6:25,29,20-07-2023 6:54,Delivered,Cash,Neutral
500537,63620,Customer_537,Chennai,East,170,Store_36,Beverages,Banana,4,77.07,308.28,12.65,295.63,13-04-2023 21:35,32,13-04-2023 22:07,Delivered,UPI,Neutral
500538,27504,Customer_538,Chennai,East,101,Store_37,Fruits,Butter,2,161.49,322.98,33.57,289.41,06-03-2023 2:59,38,06-03-2023 3:37,Cancelled,Cash,Neutral
500539,99381,Customer_539,Delhi,North,171,Store_38,Snacks,Cheese,7,173.26,1212.82,5.86,1206.96,30-03-2023 4:54,59,30-03-2023 5:53,Cancelled,Credit Card,Unhappy
500540,77469,Customer_540,Mumbai,South,113,Store_39,Fruits,Cheese,5,137.57,687.85,44.66,643.19,31-07-2023 5:56,47,31-07-2023 6:43,Cancelled,Cash,Unhappy
500541,38103,Customer_541,Chennai,South,139,Store_40,Bakery,Soda,5,43.6,218,30.1,187.9,17-03-2023 17:25,12,17-03-2023 17:37,Delivered,UPI,Happy
500542,43514,Customer_542,Kolkata,West,112,Store_41,Beverages,Banana,8,132.76,1062.08,22.84,1039.24,19-04-2023 6:46,41,19-04-2023 7:27,Cancelled,Cash,No Feedback
500543,47247,Customer_543,Bangalore,South,133,Store_42,Dairy,Milk,7,133.95,937.65,8.46,929.19,25-02-2023 23:31,58,26-02-2023 0:29,Cancelled,Wallet,Unhappy
500544,56919,Customer_544,Mumbai,West,117,Store_43,Dairy,Bread,9,173.12,1558.08,27.87,1530.21,28-10-2023 17:35,52,28-10-2023 18:27,Delivered,UPI,Unhappy
500545,69335,Customer_545,Bangalore,South,116,Store_44,Vegetables,Cheese,3,197.17,591.51,14.25,577.26,01-04-2023 11:43,21,01-04-2023 12:04,Delivered,UPI,Happy
500546,19191,Customer_546,Mumbai,North,113,Store_45,Vegetables,Soda,1,124.61,124.61,41.78,82.83,18-04-2023 9:44,55,18-04-2023 10:39,Delayed,Credit Card,Unhappy
500547,78591,Customer_547,Kolkata,Central,188,Store_46,Vegetables,Chips,7,121.2,848.4,25.77,822.63,07-10-2023 11:03,44,07-10-2023 11:47,Delivered,Wallet,Happy
500548,38451,Customer_548,Bangalore,East,102,Store_47,Bakery,Apple,8,92.75,742,0.13,741.87,04-05-2023 3:58,17,04-05-2023 4:15,Cancelled,Wallet,Unhappy
500549,38478,Customer_549,Bangalore,East,171,Store_48,Vegetables,Cheese,1,10.63,10.63,20.69,-10.06,21-01-2023 21:25,39,21-01-2023 22:04,Delivered,Credit Card,Neutral
500550,88562,Customer_550,Delhi,Central,162,Store_49,Beverages,Cheese,7,86.05,602.35,44.25,558.1,10-02-2023 9:55,50,10-02-2023 10:45,Delayed,UPI,No Feedback
500551,14318,Customer_551,Bangalore,West,167,Store_50,Beverages,Banana,2,129.87,259.74,16.14,243.6,25-01-2023 7:32,44,25-01-2023 8:16,Cancelled,Credit Card,Neutral
500552,61572,Customer_552,Chennai,East,181,Store_51,Snacks,Chips,8,134.72,1077.76,10.32,1067.44,20-01-2023 4:04,15,20-01-2023 4:19,Delivered,Wallet,No Feedback
500553,84998,Customer_553,Chennai,North,174,Store_52,Fruits,Milk,4,21.11,84.44,3.25,81.19,27-07-2023 23:20,49,28-07-2023 0:09,Delayed,Wallet,Happy
500554,85501,Customer_554,Bangalore,South,185,Store_53,Fruits,Bread,7,31.93,223.51,17.22,206.29,25-05-2023 16:50,18,25-05-2023 17:08,Delayed,Wallet,Neutral
500555,30767,Customer_555,Delhi,West,159,Store_54,Fruits,Chips,6,119.64,717.84,45.79,672.05,21-02-2023 11:22,28,21-02-2023 11:50,Delayed,UPI,No Feedback
500556,95174,Customer_556,Kolkata,North,188,Store_55,Dairy,Apple,1,11.95,11.95,14.93,-2.98,30-05-2023 19:19,22,30-05-2023 19:41,Delivered,Credit Card,Unhappy
500557,79102,Customer_557,Mumbai,East,173,Store_56,Snacks,Milk,4,125.48,501.92,10.02,491.9,22-08-2023 15:03,43,22-08-2023 15:46,Delayed,Wallet,No Feedback
500558,93133,Customer_558,Bangalore,East,145,Store_57,Beverages,Bread,8,174.56,1396.48,20.73,1375.75,29-11-2023 7:02,12,29-11-2023 7:14,Cancelled,Wallet,No Feedback
500559,30987,Customer_559,Chennai,North,141,Store_58,Bakery,Banana,1,65.95,65.95,24.06,41.89,30-07-2023 6:08,30,30-07-2023 6:38,Cancelled,Credit Card,No Feedback
500560,45464,Customer_560,Chennai,Central,111,Store_59,Snacks,Apple,3,71.58,214.74,46.62,168.12,20-12-2023 15:16,37,20-12-2023 15:53,Delayed,Wallet,Unhappy
500561,57785,Customer_561,Delhi,Central,199,Store_60,Bakery,Bread,5,166.48,832.4,21.36,811.04,28-01-2023 16:21,23,28-01-2023 16:44,Delayed,Cash,Unhappy
500562,29554,Customer_562,Chennai,Central,105,Store_61,Dairy,Soda,3,183.25,549.75,46.55,503.2,26-11-2023 5:29,59,26-11-2023 6:28,Delivered,Cash,Happy
500563,74231,Customer_563,Delhi,West,156,Store_62,Fruits,Bread,2,76.58,153.16,1.23,151.93,03-01-2023 13:59,57,03-01-2023 14:56,Delivered,Credit Card,No Feedback
500564,84498,Customer_564,Delhi,South,135,Store_63,Bakery,Chips,3,65,195,5.51,189.49,09-01-2023 14:02,11,09-01-2023 14:13,Delayed,Wallet,Happy
500565,42918,Customer_565,Delhi,North,112,Store_64,Vegetables,Butter,7,101.55,710.85,10.09,700.76,18-02-2023 17:32,35,18-02-2023 18:07,Delayed,Cash,Happy
500566,35261,Customer_566,Mumbai,South,175,Store_65,Beverages,Butter,3,21.99,65.97,20.52,45.45,24-04-2023 8:01,58,24-04-2023 8:59,Delayed,Cash,Happy
500567,18805,Customer_567,Bangalore,North,163,Store_66,Vegetables,Butter,9,82.39,741.51,11.7,729.81,05-02-2023 23:11,27,05-02-2023 23:38,Delivered,Wallet,Unhappy
500568,81393,Customer_568,Kolkata,East,198,Store_67,Dairy,Butter,4,156.2,624.8,43.85,580.95,20-10-2023 2:40,18,20-10-2023 2:58,Delivered,UPI,Happy
500569,94817,Customer_569,Chennai,East,140,Store_68,Beverages,Butter,8,99.48,795.84,0.21,795.63,23-02-2023 1:52,26,23-02-2023 2:18,Cancelled,UPI,Unhappy
500570,36584,Customer_570,Bangalore,South,145,Store_69,Snacks,Banana,4,188.52,754.08,49.69,704.39,11-03-2023 1:34,34,11-03-2023 2:08,Cancelled,Wallet,Happy
500571,73404,Customer_571,Kolkata,East,169,Store_70,Vegetables,Cheese,6,169.41,1016.46,19.38,997.08,03-04-2023 17:26,37,03-04-2023 18:03,Delivered,Wallet,Happy
500572,89355,Customer_572,Delhi,South,162,Store_71,Dairy,Cheese,5,48.11,240.55,16.66,223.89,27-07-2023 5:05,22,27-07-2023 5:27,Delivered,Wallet,No Feedback
500573,91834,Customer_573,Bangalore,Central,138,Store_72,Snacks,Bread,6,161.62,969.72,35.33,934.39,19-09-2023 3:04,33,19-09-2023 3:37,Delivered,UPI,Happy
500574,72279,Customer_574,Delhi,South,178,Store_73,Beverages,Milk,2,31.69,63.38,30.67,32.71,26-02-2023 13:59,13,26-02-2023 14:12,Cancelled,Credit Card,Neutral
500575,85022,Customer_575,Kolkata,West,120,Store_74,Beverages,Banana,6,100.54,603.24,17.32,585.92,19-09-2023 22:50,19,19-09-2023 23:09,Delivered,Cash,Unhappy
500576,76143,Customer_576,Bangalore,East,107,Store_75,Snacks,Chips,3,78.56,235.68,3.34,232.34,15-08-2023 5:58,12,15-08-2023 6:10,Cancelled,UPI,Unhappy
500577,23263,Customer_577,Mumbai,South,177,Store_76,Fruits,Bread,5,169.14,845.7,40.2,805.5,24-07-2023 15:26,26,24-07-2023 15:52,Delayed,Wallet,Unhappy
500578,97284,Customer_578,Chennai,West,155,Store_77,Vegetables,Cheese,4,136.8,547.2,32.22,514.98,21-12-2023 21:31,40,21-12-2023 22:11,Cancelled,Cash,No Feedback
500579,46744,Customer_579,Kolkata,East,151,Store_78,Beverages,Soda,6,134.16,804.96,49.93,755.03,16-11-2023 21:16,53,16-11-2023 22:09,Cancelled,Cash,Neutral
500580,99815,Customer_580,Mumbai,West,155,Store_79,Beverages,Chips,7,129.06,903.42,26.45,876.97,13-11-2023 20:59,10,13-11-2023 21:09,Delivered,Wallet,Happy
500581,71983,Customer_581,Mumbai,North,147,Store_80,Vegetables,Butter,5,158.52,792.6,0.58,792.02,08-10-2023 14:59,19,08-10-2023 15:18,Delayed,Cash,Neutral
500582,91103,Customer_582,Delhi,East,173,Store_81,Dairy,Apple,2,20.18,40.36,26.77,13.59,30-04-2023 14:48,39,30-04-2023 15:27,Cancelled,Wallet,No Feedback
500583,33649,Customer_583,Kolkata,West,150,Store_82,Bakery,Soda,6,157.57,945.42,33.52,911.9,28-10-2023 6:05,48,28-10-2023 6:53,Cancelled,Wallet,Unhappy
500584,30297,Customer_584,Kolkata,West,122,Store_83,Bakery,Butter,8,187.91,1503.28,11.63,1491.65,01-02-2023 21:05,40,01-02-2023 21:45,Cancelled,Credit Card,No Feedback
500585,12518,Customer_585,Bangalore,Central,124,Store_84,Fruits,Chips,5,164.83,824.15,31.26,792.89,23-10-2023 3:34,26,23-10-2023 4:00,Delayed,UPI,No Feedback
500586,73887,Customer_586,Delhi,North,122,Store_85,Vegetables,Bread,8,158.88,1271.04,16.78,1254.26,22-07-2023 2:22,48,22-07-2023 3:10,Delivered,Credit Card,Neutral
500587,27006,Customer_587,Mumbai,North,167,Store_86,Vegetables,Bread,3,156.84,470.52,33.67,436.85,25-03-2023 11:49,19,25-03-2023 12:08,Delivered,Cash,Neutral
500588,55739,Customer_588,Chennai,North,166,Store_87,Vegetables,Butter,3,37.08,111.24,48.82,62.42,01-01-2023 14:38,45,01-01-2023 15:23,Delayed,UPI,Neutral
500589,10003,Customer_589,Mumbai,West,160,Store_88,Vegetables,Chips,7,129.04,903.28,40.34,862.94,02-02-2023 3:16,57,02-02-2023 4:13,Cancelled,Credit Card,Neutral
500590,87271,Customer_590,Mumbai,Central,158,Store_89,Vegetables,Apple,9,119.7,1077.3,43.95,1033.35,04-03-2023 7:36,15,04-03-2023 7:51,Delivered,Wallet,Unhappy
500591,78802,Customer_591,Chennai,West,179,Store_90,Beverages,Bread,6,81.27,487.62,46.37,441.25,10-10-2023 13:35,25,10-10-2023 14:00,Delivered,Credit Card,Unhappy
500592,84669,Customer_592,Delhi,West,149,Store_91,Bakery,Banana,8,33.99,271.92,26.37,245.55,15-12-2023 11:32,23,15-12-2023 11:55,Cancelled,Cash,Neutral
500593,57546,Customer_593,Chennai,East,170,Store_92,Bakery,Cheese,1,112.03,112.03,18.39,93.64,19-01-2023 9:47,56,19-01-2023 10:43,Delivered,Wallet,Happy
500594,98167,Customer_594,Bangalore,North,170,Store_93,Bakery,Apple,6,196.21,1177.26,47.52,1129.74,22-11-2023 20:45,27,22-11-2023 21:12,Delivered,Wallet,Happy
500595,16466,Customer_595,Mumbai,South,185,Store_94,Vegetables,Butter,8,127.84,1022.72,30.99,991.73,15-07-2023 1:23,40,15-07-2023 2:03,Delivered,UPI,No Feedback
500596,51922,Customer_596,Kolkata,West,160,Store_95,Beverages,Milk,9,64.83,583.47,13.4,570.07,09-12-2023 15:30,38,09-12-2023 16:08,Cancelled,Wallet,Happy
500597,48833,Customer_597,Chennai,East,189,Store_96,Snacks,Bread,1,63.97,63.97,10.75,53.22,30-04-2023 20:36,52,30-04-2023 21:28,Delivered,UPI,Happy
500598,25385,Customer_598,Mumbai,West,137,Store_97,Vegetables,Butter,9,36.73,330.57,34.6,295.97,07-03-2023 1:26,31,07-03-2023 1:57,Delivered,UPI,Unhappy
500599,53053,Customer_599,Kolkata,Central,180,Store_98,Fruits,Banana,5,166.43,832.15,19.82,812.33,15-02-2023 12:08,23,15-02-2023 12:31,Delivered,Credit Card,No Feedback
